Cuenta,Subcuenta,Objeto,Ordinal,Aporte nacional,Recursos propios,TOTAL,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n
Política macroeconómica y fiscal,Intersubsectorial gobierno,Fortalecimiento de la generación de información desde el sistema  de información misional de la cgn  bogotá,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,3936275053.0,,3936275053.0,1301,Inversión,Ministerio de hacienda y crédito público,13,Hacienda,,,1301.0,1000.0,6.0,803001
Política macroeconómica y fiscal,Intersubsectorial gobierno,Capacitación divulgación y asistencia técnica en el modelo colombiano de regulación contable pública  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,7621120281.0,,7621120281.0,1301,Inversión,Ministerio de hacienda y crédito público,13,Hacienda,,,1301.0,1000.0,7.0,53105b
Gestión de recursos públicos,Intersubsectorial gobierno,Optimización del modelo de gestión y administración del portafolio de empresas estatales  -  bogotá,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,7409159144.0,,7409159144.0,1301,Inversión,Ministerio de hacienda y crédito público,13,Hacienda,,,1302.0,1000.0,11.0,803001
Gestión de recursos públicos,Intersubsectorial gobierno,Apoyo plan todos somos pazcifico en el litoral pacifico  nacional,5. convergencia regional / h. acceso a servicios públicos a partir de las capacidades y necesidades de los territorios,381528558957.0,,381528558957.0,1301,Inversión,Ministerio de hacienda y crédito público,13,Hacienda,,,1302.0,1000.0,12.0,51102h
Gestión de recursos públicos,Intersubsectorial gobierno,Distribución coberturas de tasa de interés para financiación de vivienda nueva.  nacional,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,444596411119.0,,444596411119.0,1301,Inversión,Ministerio de hacienda y crédito público,13,Hacienda,,,1302.0,1000.0,13.0,803001
Gestión de recursos públicos,Intersubsectorial gobierno,Apoyo a proyectos de inversión a nivel  nacional-[distribucion previo concepto dnp],8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,263610191637.0,,263610191637.0,1301,Inversión,Ministerio de hacienda y crédito público,13,Hacienda,,,1302.0,1000.0,14.0,803001
Gestión de recursos públicos,Intersubsectorial gobierno,Apoyo a proyectos de inversión a nivel  nacional-[distribucion previo concepto dnp],8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,1968534687469.0,,1968534687469.0,1301,Inversión,Ministerio de hacienda y crédito público,13,Hacienda,,,1302.0,1000.0,14.0,803001
Gestión de recursos públicos,Intersubsectorial gobierno,Fortalecimiento del seguimiento y evaluación financiera y fiscal del sistema general de seguridad social en salud (sgsss) y del sistema general de riesgos laborales (sgrl)   nacional,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,1199746132.0,,1199746132.0,1301,Inversión,Ministerio de hacienda y crédito público,13,Hacienda,,,1302.0,1000.0,15.0,803001
Gestión de recursos públicos,Intersubsectorial gobierno,Desarrollo e implementación de una estrategia para coberturas de los precios del petróleo para colombia  nacional,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,648088205.0,,648088205.0,1301,Inversión,Ministerio de hacienda y crédito público,13,Hacienda,,,1302.0,1000.0,17.0,803001
Fortalecimiento del recaudo y tributación,Intersubsectorial gobierno,Apoyo al fondo dian para colombia nacional,8. estabilidad macroeconómica / 5. modernización de la dirección de impuestos y aduanas nacionales (dian),17669223803.0,,17669223803.0,1301,Inversión,Ministerio de hacienda y crédito público,13,Hacienda,,,1305.0,1000.0,1.0,803005
Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Mejoramiento del soporte de las tecnologías de información en la ugpp  bogotá,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,1331566684.0,,1331566684.0,1301,Inversión,Ministerio de hacienda y crédito público,13,Hacienda,,,1399.0,1000.0,3.0,803001
Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Fortalecimiento de la plataforma tecnológica de la superintendencia financiera de colombia  bogotá,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,28451007750.0,,28451007750.0,1301,Inversión,Ministerio de hacienda y crédito público,13,Hacienda,,,1399.0,1000.0,4.0,803001
Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Capacitación y entrenamiento para el fortalecimiento de competencias en supervisión financiera  bogotá,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,10561267184.0,,10561267184.0,1301,Inversión,Ministerio de hacienda y crédito público,13,Hacienda,,,1399.0,1000.0,5.0,803001
Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Mejoramiento del edificio sede de la superintendencia financiera de colombia  bogotá,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,359886236.0,,359886236.0,1301,Inversión,Ministerio de hacienda y crédito público,13,Hacienda,,,1399.0,1000.0,6.0,803001
Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Fortalecimiento e integración de los sistemas de gestión de la superintendencia financiera de colombia. bogotá,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,1348544906.0,,1348544906.0,1301,Inversión,Ministerio de hacienda y crédito público,13,Hacienda,,,1399.0,1000.0,7.0,803001
Infraestructura de transporte férreo,Intersubsectorial transporte,,2. seguridad humana y justicia social / b. financiación sostenible de los sistemas de transporte público,351733166248.0,,351733166248.0,1301,Inversión,Ministerio de hacienda y crédito público,13,Hacienda,,,2404.0,600.0,2. seguridad humana y justicia social , b. financiación sostenible de los sistemas de transporte público
Prestación de servicios de transporte público de pasajeros,Intersubsectorial transporte,,2. seguridad humana y justicia social / b. financiación sostenible de los sistemas de transporte público,1676981670832.0,,1676981670832.0,1301,Inversión,Ministerio de hacienda y crédito público,13,Hacienda,,,2408.0,600.0,2. seguridad humana y justicia social , b. financiación sostenible de los sistemas de transporte público
"Inspección, control y vigilancia financiera, solidaria y de recursos públicos",Intersubsectorial gobierno,Fortalecimiento del análisis de operaciones alertadas por los sistemas de administración de riesgo de laft (sarlaft) en las entidades vigiladas por la superintendencia financiera de colombia  nacional,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,1252927416.0,,1252927416.0,1301,Inversión,Ministerio de hacienda y crédito público,13,Hacienda,,,1304.0,1000.0,2.0,803001
Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Ampliación de la capacidad institucional en el apoyo a los procesos misionales a nivel  nacional,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,355941036.0,,355941036.0,1301,Inversión,Ministerio de hacienda y crédito público,13,Hacienda,,,1399.0,1000.0,1.0,803001
Gastos de personal,Planta de personal permanente,Salario,,8040000000.0,,8040000000.0,1308,Funcionamiento,Unidad administrativa especial contaduría general de la nación,13,Hacienda,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,2907000000.0,,2907000000.0,1308,Funcionamiento,Unidad administrativa especial contaduría general de la nación,13,Hacienda,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,600000000.0,,600000000.0,1308,Funcionamiento,Unidad administrativa especial contaduría general de la nación,13,Hacienda,,,1.0,1.0,3.0,
Adquisición de bienes  y servicios,,,,6461000000.0,,6461000000.0,1308,Funcionamiento,Unidad administrativa especial contaduría general de la nación,13,Hacienda,,,2.0,,,
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,2388000000.0,,2388000000.0,1308,Funcionamiento,Unidad administrativa especial contaduría general de la nación,13,Hacienda,,,3.0,3.0,1.0,999
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),77000000.0,,77000000.0,1308,Funcionamiento,Unidad administrativa especial contaduría general de la nación,13,Hacienda,,,3.0,4.0,2.0,012
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,1000000.0,,1000000.0,1308,Funcionamiento,Unidad administrativa especial contaduría general de la nación,13,Hacienda,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,61000000.0,,61000000.0,1308,Funcionamiento,Unidad administrativa especial contaduría general de la nación,13,Hacienda,,,8.0,4.0,1.0,
Política macroeconómica y fiscal,Intersubsectorial gobierno,Fortalecimiento de la generación de información desde el sistema  de información misional de la cgn  bogotá,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,1000000000.0,,1000000000.0,1308,Inversión,Unidad administrativa especial contaduría general de la nación,13,Hacienda,,,1301.0,1000.0,6.0,803001
Política macroeconómica y fiscal,Intersubsectorial gobierno,Capacitación divulgación y asistencia técnica en el modelo colombiano de regulación contable pública  nacional,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,1650000000.0,,1650000000.0,1308,Inversión,Unidad administrativa especial contaduría general de la nación,13,Hacienda,,,1301.0,1000.0,7.0,803001
Política macroeconómica y fiscal,Intersubsectorial gobierno,Fortalecimiento de la regulación contable pública con los avances internacionales y el contexto del sector público colombiano  nacional,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,1032000000.0,,1032000000.0,1308,Inversión,Unidad administrativa especial contaduría general de la nación,13,Hacienda,,,1301.0,1000.0,10.0,803001
Política macroeconómica y fiscal,Intersubsectorial gobierno,Mejoramiento del sistema contable público para atender los requerimientos de los usuarios estratégicos de la contaduría general de la nación  nacional,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,1900000000.0,,1900000000.0,1308,Inversión,Unidad administrativa especial contaduría general de la nación,13,Hacienda,,,1301.0,1000.0,11.0,803001
Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Mejoramiento del soporte de las tecnologías de información en la ugpp  bogotá,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,700489110.0,,700489110.0,1308,Inversión,Unidad administrativa especial contaduría general de la nación,13,Hacienda,,,1399.0,1000.0,3.0,803001
Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Fortalecimiento de la plataforma tecnológica de la superintendencia financiera de colombia  bogotá,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,2600000000.0,,2600000000.0,1308,Inversión,Unidad administrativa especial contaduría general de la nación,13,Hacienda,,,1399.0,1000.0,4.0,803001
Gastos de personal,Planta de personal permanente,Salario,,,10660000000.0,10660000000.0,1309,Funcionamiento,Superintendencia de la economía solidaria,13,Hacienda,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,3926000000.0,3926000000.0,1309,Funcionamiento,Superintendencia de la economía solidaria,13,Hacienda,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,1818000000.0,1818000000.0,1309,Funcionamiento,Superintendencia de la economía solidaria,13,Hacienda,,,1.0,1.0,3.0,
Gastos de personal,Planta de personal permanente,Otros gastos de personal - distribución previo concepto dgppn,,,1729000000.0,1729000000.0,1309,Funcionamiento,Superintendencia de la economía solidaria,13,Hacienda,,,1.0,1.0,4.0,
Adquisición de bienes  y servicios,,,,,4098000000.0,4098000000.0,1309,Funcionamiento,Superintendencia de la economía solidaria,13,Hacienda,,,2.0,,,
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,,1069000000.0,1069000000.0,1309,Funcionamiento,Superintendencia de la economía solidaria,13,Hacienda,,,3.0,3.0,1.0,999
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),,55000000.0,55000000.0,1309,Funcionamiento,Superintendencia de la economía solidaria,13,Hacienda,,,3.0,4.0,2.0,012
Transferencias corrientes,Sentencias y conciliaciones,,,,167000000.0,167000000.0,1309,Funcionamiento,Superintendencia de la economía solidaria,13,Hacienda,,,3.0,10.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,317000000.0,317000000.0,1309,Funcionamiento,Superintendencia de la economía solidaria,13,Hacienda,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,168000000.0,168000000.0,1309,Funcionamiento,Superintendencia de la economía solidaria,13,Hacienda,,,8.0,4.0,1.0,
"Inspección, control y vigilancia financiera, solidaria y de recursos públicos",Intersubsectorial gobierno,Fortalecimiento de las capacidades para ejercer la labor de supervisión a las organizaciones vigiladas por la superintendencia de la economía solidaria a nivel nacional  nacional,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,,11009975000.0,11009975000.0,1309,Inversión,Superintendencia de la economía solidaria,13,Hacienda,,,1304.0,1000.0,9.0,803001
Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Fortalecimiento de la capacidad de la superintendencia financiera de colombia para prestar servicio al ciudadano a nivel nacional.  bogota,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,,1271127010.0,1271127010.0,1309,Inversión,Superintendencia de la economía solidaria,13,Hacienda,,,1399.0,1000.0,8.0,803001
Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Fortalecimiento de la capacidad de la superintendencia financiera de colombia para prestar servicio al ciudadano a nivel nacional.  bogota,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,,4818705038.0,4818705038.0,1309,Inversión,Superintendencia de la economía solidaria,13,Hacienda,,,1399.0,1000.0,8.0,803001
Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Fortalecimiento de la infraestructura y servicios tecnológicos de la superintendencia de la economía solidaria   nacional,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,,7820646847.0,7820646847.0,1309,Inversión,Superintendencia de la economía solidaria,13,Hacienda,,,1399.0,1000.0,9.0,803001
Gastos de personal,Planta de personal permanente,Salario,,1985532000000.0,,1985532000000.0,1310,Funcionamiento,Unidad administrativa especial dirección de impuestos y aduanas nacionales,13,Hacienda,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,735612000000.0,,735612000000.0,1310,Funcionamiento,Unidad administrativa especial dirección de impuestos y aduanas nacionales,13,Hacienda,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,757269000000.0,,757269000000.0,1310,Funcionamiento,Unidad administrativa especial dirección de impuestos y aduanas nacionales,13,Hacienda,,,1.0,1.0,3.0,
Gastos de personal,Personal supernumerario y planta temporal,Remuneraciones no constitutivas de factor salarial,,5000000000.0,,5000000000.0,1310,Funcionamiento,Unidad administrativa especial dirección de impuestos y aduanas nacionales,13,Hacienda,,,1.0,2.0,3.0,
Adquisición de bienes  y servicios,,,,331865000000.0,10706000000.0,342571000000.0,1310,Funcionamiento,Unidad administrativa especial dirección de impuestos y aduanas nacionales,13,Hacienda,,,2.0,,,
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,,900000000.0,,900000000.0,1310,Funcionamiento,Unidad administrativa especial dirección de impuestos y aduanas nacionales,13,Hacienda,,,3.0,2.0,2.0,
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,165752000000.0,,165752000000.0,1310,Funcionamiento,Unidad administrativa especial dirección de impuestos y aduanas nacionales,13,Hacienda,,,3.0,3.0,1.0,999
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),11543000000.0,,11543000000.0,1310,Funcionamiento,Unidad administrativa especial dirección de impuestos y aduanas nacionales,13,Hacienda,,,3.0,4.0,2.0,012
Disminución de pasivos,Devoluciones tributarias,,,41752000000.0,,41752000000.0,1310,Funcionamiento,Unidad administrativa especial dirección de impuestos y aduanas nacionales,13,Hacienda,,,7.0,4.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,5478000000.0,,5478000000.0,1310,Funcionamiento,Unidad administrativa especial dirección de impuestos y aduanas nacionales,13,Hacienda,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,212000000.0,,212000000.0,1310,Funcionamiento,Unidad administrativa especial dirección de impuestos y aduanas nacionales,13,Hacienda,,,8.0,3.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,9000000000.0,208000000.0,9208000000.0,1310,Funcionamiento,Unidad administrativa especial dirección de impuestos y aduanas nacionales,13,Hacienda,,,8.0,4.0,1.0,
Fortalecimiento del recaudo y tributación,Intersubsectorial gobierno,Fortalecimiento  y dotacion del laboratorio nacional de aduanas  nacional,8. estabilidad macroeconómica / 5. modernización de la dirección de impuestos y aduanas nacionales (dian),4000000000.0,,4000000000.0,1310,Inversión,Unidad administrativa especial dirección de impuestos y aduanas nacionales,13,Hacienda,,,1305.0,1000.0,7.0,803005
Fortalecimiento del recaudo y tributación,Intersubsectorial gobierno,Implementación del plan de modernización tecnológica en la dian a nivel  nacional,8. estabilidad macroeconómica / 5. modernización de la dirección de impuestos y aduanas nacionales (dian),33000000000.0,,33000000000.0,1310,Inversión,Unidad administrativa especial dirección de impuestos y aduanas nacionales,13,Hacienda,,,1305.0,1000.0,8.0,803005
Fortalecimiento del recaudo y tributación,Intersubsectorial gobierno,Implantación plan anual antievasion  nacional,8. estabilidad macroeconómica / 5. modernización de la dirección de impuestos y aduanas nacionales (dian),60480371005.0,,60480371005.0,1310,Inversión,Unidad administrativa especial dirección de impuestos y aduanas nacionales,13,Hacienda,,,1305.0,1000.0,9.0,803005
Fortalecimiento del recaudo y tributación,Intersubsectorial gobierno,Implementación y masificación de nuevos documentos electrónicos del sistema de facturación  nacional,8. estabilidad macroeconómica / 5. modernización de la dirección de impuestos y aduanas nacionales (dian),3000000000.0,,3000000000.0,1310,Inversión,Unidad administrativa especial dirección de impuestos y aduanas nacionales,13,Hacienda,,,1305.0,1000.0,10.0,803005
Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Fortalecimiento de la plataforma tecnológica de la superintendencia financiera de colombia  bogotá,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,11000000000.0,,11000000000.0,1310,Inversión,Unidad administrativa especial dirección de impuestos y aduanas nacionales,13,Hacienda,,,1399.0,1000.0,4.0,53105b
Gastos de personal,Planta de personal permanente,Salario,,14971000000.0,,14971000000.0,1312,Funcionamiento,Unidad de información y análisis financiero,13,Hacienda,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,5425000000.0,,5425000000.0,1312,Funcionamiento,Unidad de información y análisis financiero,13,Hacienda,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,1011000000.0,,1011000000.0,1312,Funcionamiento,Unidad de información y análisis financiero,13,Hacienda,,,1.0,1.0,3.0,
Adquisición de bienes  y servicios,,,,2357000000.0,,2357000000.0,1312,Funcionamiento,Unidad de información y análisis financiero,13,Hacienda,,,2.0,,,
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,4375000000.0,,4375000000.0,1312,Funcionamiento,Unidad de información y análisis financiero,13,Hacienda,,,3.0,3.0,1.0,999
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),35000000.0,,35000000.0,1312,Funcionamiento,Unidad de información y análisis financiero,13,Hacienda,,,3.0,4.0,2.0,012
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,65000000.0,,65000000.0,1312,Funcionamiento,Unidad de información y análisis financiero,13,Hacienda,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,50000000.0,,50000000.0,1312,Funcionamiento,Unidad de información y análisis financiero,13,Hacienda,,,8.0,4.0,1.0,
"Inspección, control y vigilancia financiera, solidaria y de recursos públicos",Intersubsectorial gobierno,Fortalecimiento del análisis de operaciones alertadas por los sistemas de administración de riesgo de laft (sarlaft) en las entidades vigiladas por la superintendencia financiera de colombia  nacional,2. seguridad humana y justicia social / b. desarticulación corresponsable del multicrimen,2557309250.0,,2557309250.0,1312,Inversión,Unidad de información y análisis financiero,13,Hacienda,,,1304.0,1000.0,2.0,20106b
Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Ampliación de la capacidad institucional en el apoyo a los procesos misionales a nivel  nacional,2. seguridad humana y justicia social / b. desarticulación corresponsable del multicrimen,1846004690.0,,1846004690.0,1312,Inversión,Unidad de información y análisis financiero,13,Hacienda,,,1399.0,1000.0,1.0,20106b
Gastos de personal,Planta de personal permanente,Salario,,,171227387000.0,171227387000.0,1313,Funcionamiento,Superintendencia financiera de colombia,13,Hacienda,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,54961000000.0,54961000000.0,1313,Funcionamiento,Superintendencia financiera de colombia,13,Hacienda,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,14598613000.0,14598613000.0,1313,Funcionamiento,Superintendencia financiera de colombia,13,Hacienda,,,1.0,1.0,3.0,
Gastos de personal,Planta de personal permanente,Otros gastos de personal - distribución previo concepto dgppn,,,25296000000.0,25296000000.0,1313,Funcionamiento,Superintendencia financiera de colombia,13,Hacienda,,,1.0,1.0,4.0,
Adquisición de bienes  y servicios,,,,,17698000000.0,17698000000.0,1313,Funcionamiento,Superintendencia financiera de colombia,13,Hacienda,,,2.0,,,
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,,,834000000.0,834000000.0,1313,Funcionamiento,Superintendencia financiera de colombia,13,Hacienda,,,3.0,2.0,2.0,
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,,59408000000.0,59408000000.0,1313,Funcionamiento,Superintendencia financiera de colombia,13,Hacienda,,,3.0,3.0,1.0,999
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),,37486000000.0,37486000000.0,1313,Funcionamiento,Superintendencia financiera de colombia,13,Hacienda,,,3.0,4.0,2.0,001
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Cuotas partes pensionales (de pensiones),,396000000.0,396000000.0,1313,Funcionamiento,Superintendencia financiera de colombia,13,Hacienda,,,3.0,4.0,2.0,002
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),,400000000.0,400000000.0,1313,Funcionamiento,Superintendencia financiera de colombia,13,Hacienda,,,3.0,4.0,2.0,012
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Auxilio funerario (otras prestaciones de jubilación),,53000000.0,53000000.0,1313,Funcionamiento,Superintendencia financiera de colombia,13,Hacienda,,,3.0,4.0,2.0,014
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Planes complementarios de salud (no de pensiones).,,353000000.0,353000000.0,1313,Funcionamiento,Superintendencia financiera de colombia,13,Hacienda,,,3.0,4.0,2.0,029
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,135000000.0,135000000.0,1313,Funcionamiento,Superintendencia financiera de colombia,13,Hacienda,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,,40000000.0,40000000.0,1313,Funcionamiento,Superintendencia financiera de colombia,13,Hacienda,,,8.0,3.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,700000000.0,700000000.0,1313,Funcionamiento,Superintendencia financiera de colombia,13,Hacienda,,,8.0,4.0,1.0,
"Inspección, control y vigilancia financiera, solidaria y de recursos públicos",Intersubsectorial gobierno,Fortalecimiento de la capacidad de la superintendencia financiera de colombia para la proteccion al consumidor financiero  nacional,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,,2990345048.0,2990345048.0,1313,Inversión,Superintendencia financiera de colombia,13,Hacienda,,,1304.0,1000.0,1.0,803001
"Inspección, control y vigilancia financiera, solidaria y de recursos públicos",Intersubsectorial gobierno,Fortalecimiento del análisis de operaciones alertadas por los sistemas de administración de riesgo de laft (sarlaft) en las entidades vigiladas por la superintendencia financiera de colombia  nacional,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,,1000000000.0,1000000000.0,1313,Inversión,Superintendencia financiera de colombia,13,Hacienda,,,1304.0,1000.0,2.0,803001
Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Fortalecimiento de la plataforma tecnológica de la superintendencia financiera de colombia  bogotá,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,,36782628805.0,36782628805.0,1313,Inversión,Superintendencia financiera de colombia,13,Hacienda,,,1399.0,1000.0,4.0,803001
Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Capacitación y entrenamiento para el fortalecimiento de competencias en supervisión financiera  bogotá,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,,2250000000.0,2250000000.0,1313,Inversión,Superintendencia financiera de colombia,13,Hacienda,,,1399.0,1000.0,5.0,803001
Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Mejoramiento del edificio sede de la superintendencia financiera de colombia  bogotá,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,,2530000000.0,2530000000.0,1313,Inversión,Superintendencia financiera de colombia,13,Hacienda,,,1399.0,1000.0,6.0,803001
Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Fortalecimiento e integración de los sistemas de gestión de la superintendencia financiera de colombia. bogotá,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,,629423547.0,629423547.0,1313,Inversión,Superintendencia financiera de colombia,13,Hacienda,,,1399.0,1000.0,7.0,803001
Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Fortalecimiento de la capacidad de la superintendencia financiera de colombia para prestar servicio al ciudadano a nivel nacional.  bogota,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,,3598602600.0,3598602600.0,1313,Inversión,Superintendencia financiera de colombia,13,Hacienda,,,1399.0,1000.0,8.0,803001
Gastos de personal,Planta de personal permanente,Salario,,84886000000.0,,84886000000.0,1314,Funcionamiento,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),13,Hacienda,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,30960000000.0,,30960000000.0,1314,Funcionamiento,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),13,Hacienda,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,6261000000.0,,6261000000.0,1314,Funcionamiento,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),13,Hacienda,,,1.0,1.0,3.0,
Gastos de personal,Personal supernumerario y planta temporal,Salario,,18064000000.0,,18064000000.0,1314,Funcionamiento,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),13,Hacienda,,,1.0,2.0,1.0,
